empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.address,extra.last_updated,extra.renting,extra.returning,extra.uid,extra.bike_uids,extra.number,extra.slots
12.0,3,31b45ac5724ad2c71b96043c719be460,41.910337,-87.670072,Paulina Ave & North Ave,2021-02-24T17:34:09.845000Z,,1614177756.0,1.0,1.0,16,,,
12.0,3,9e5a712bccdc89c8553aaf36b8e44b77,41.868968,-87.659141,Throop St & Taylor St,2021-02-24T17:34:09.846000Z,,1614185507.0,1.0,1.0,19,,,
7.0,12,319cc3ca5ef2c73ca203a3fee59e73a3,41.883132,-87.637321,Wacker Dr & Washington St,2021-02-24T17:34:09.847000Z,,1614178873.0,1.0,1.0,18,,,
24.0,3,1419b1b194846c781d1d3772a532eab8,41.8513751729,-87.6188346489,McCormick Place,2021-02-24T17:34:09.848000Z,,1614171817.0,1.0,1.0,62,,,
1.0,17,d27d509fd6bfefb67f2c8ae35cf1f81b,41.799568,-87.594747,Kimbark Ave & 53rd St,2021-02-24T17:34:09.849000Z,,1614186967.0,1.0,1.0,322,,,
6.0,13,d26e2a31325b53f74b527bb16f6bb6c7,41.969517,-87.654691,Sheridan Rd & Lawrence Ave,2021-02-24T17:34:09.851000Z,,1614186152.0,1.0,1.0,323,,,
18.0,1,3f9652d65929dabd610e65b390e8bf99,41.872187,-87.661501,Loomis St & Lexington St,2021-02-24T17:34:09.852000Z,,1614171909.0,1.0,1.0,320,,,
7.0,11,e6d761956585e4b845fd7d4e1c235f9b,41.870769,-87.625734,Wabash Ave & 9th St,2021-02-24T17:34:09.853000Z,,1614187073.0,1.0,1.0,321,,,
16.0,2,6579c57f3213e3e0c83fff2ed8fed7d7,41.967096,-87.667429,Clark St & Leland Ave,2021-02-24T17:34:09.854000Z,,1614184782.0,1.0,1.0,326,,,
12.0,5,1b2a5a044a8d0fa98e4fd85d43209ff7,41.92154,-87.653818,Sheffield Ave & Webster Ave,2021-02-24T17:34:09.855000Z,,1614179245.0,1.0,1.0,327,,,
3.0,12,5d082bc9bb684296802f7a488a38a7c1,41.93132,-87.638742,Stockton Dr & Wrightwood Ave,2021-02-24T17:34:09.856000Z,,1614187860.0,1.0,1.0,324,,,
3.0,15,f7bea207137603323736e1cc05ed816f,41.788746,-87.601334,Ellis Ave & 58th St,2021-02-24T17:34:09.858000Z,,1614186780.0,1.0,1.0,328,,,
4.0,19,a009eb0b5b016f43678efbde10eb0e03,41.932588,-87.636427,Lake Shore Dr & Diversey Pkwy,2021-02-24T17:34:09.859000Z,,1614187476.0,1.0,1.0,329,,,
5.0,6,02349a616939fac8f0c8c6407d246b05,41.82168,-87.6216,Indiana Ave & 40th St,2021-02-24T17:34:09.860000Z,,1614164071.0,1.0,1.0,201,,,
10.0,1,caa43edb395873b976d5b588c765a32e,41.809851,-87.616279,MLK Jr Dr & 47th St,2021-02-24T17:34:09.861000Z,,1614187001.0,1.0,1.0,200,,,
8.0,7,db60e1029c28db237ece2147b2b51285,41.854109,-87.685838,Western Ave & 21st St,2021-02-24T17:34:09.862000Z,,1614164072.0,1.0,1.0,203,,,
7.0,8,c8bbeff763f63339d9f6f0f6035a4a62,41.857499,-87.646277,Halsted St & 18th St,2021-02-24T17:34:09.863000Z,,1614163454.0,1.0,1.0,202,,,
11.0,4,615a2ad04a4d6f0cea5a440aaf094f3c,41.857901,-87.668745,Paulina St & 18th St,2021-02-24T17:34:09.864000Z,,1614187354.0,1.0,1.0,205,,,
7.0,3,07501be58dc46c1c97fc34e267d589ee,41.794853,-87.618691,Prairie Ave & Garfield Blvd,2021-02-24T17:34:09.865000Z,,1614164410.0,1.0,1.0,204,,,
5.0,9,d98d7958c4aab1ebf98b1afafa51217f,41.84358,-87.645368,Emerald Ave & 28th St,2021-02-24T17:34:09.866000Z,,1614175635.0,1.0,1.0,207,,,
11.0,3,e39f12d016a9b60d8b6a24b38a328b1d,41.847203,-87.646795,Halsted St & Archer Ave,2021-02-24T17:34:09.867000Z,,1614185903.0,1.0,1.0,206,,,
8.0,2,407ba2b52bf4d50723e7574e9a699636,41.849527,-87.640591,Normal Ave & Archer Ave,2021-02-24T17:34:09.868000Z,,1614177810.0,1.0,1.0,209,,,
1.0,30,2729a820288c55ce3d4186505ae187af,41.882242,-87.641066,Clinton St & Madison St,2021-02-24T17:34:09.870000Z,,1614185348.0,1.0,1.0,77,,,
24.0,15,ca251db283cd0f46ffe302b9a2ffc2f4,41.880958,-87.616743,Lake Shore Dr & Monroe St,2021-02-24T17:34:09.871000Z,,1614186452.0,1.0,1.0,76,,,
28.0,19,eda649a23d4085da497fe9116739bc40,41.877245,-87.639366,Canal St & Jackson Blvd,2021-02-24T17:34:09.872000Z,,1614164074.0,1.0,1.0,75,,,
5.0,13,d30e9313b47b0633f317257791b12467,41.880422,-87.642746,Jefferson St & Monroe St,2021-02-24T17:34:09.875000Z,,1614177198.0,1.0,1.0,73,,,
18.0,18,26e9f5274b8a1765f183206856aa7f44,41.860384,-87.625813,Wabash Ave & 16th St,2021-02-24T17:34:09.876000Z,,1614187926.0,1.0,1.0,72,,,
0.0,23,014a42e3d7ead8828264806a8a74cecc,41.8854833079,-87.6523048564,Morgan St & Lake St,2021-02-24T17:34:09.877000Z,,1614187989.0,1.0,1.0,71,,,
2.0,5,7940eb60b0c3b7483c3462e920a85871,41.747363,-87.580046,South Chicago Ave & Elliot Ave,2021-02-24T17:34:09.881000Z,,1614164409.0,1.0,1.0,665,,,
8.0,7,cc11da3951db79419203218812c66be2,42.064854,-87.715297,Lincolnwood Dr & Central St,2021-02-24T17:34:09.883000Z,,1614164412.0,1.0,1.0,663,,,
2.0,12,1a5be6e32360ec69634b232736a6793d,42.023463,-87.699595,Dodge Ave & Mulford St,2021-02-24T17:34:09.884000Z,,1614164415.0,1.0,1.0,662,,,
8.0,6,d8013d38878755331bd54b2c8b7930c9,42.057044,-87.686554,Evanston Civic Center,2021-02-24T17:34:09.885000Z,,1614164411.0,1.0,1.0,661,,,
1.0,13,e16d4d75c8b3e2c626c68049617a5a9d,42.004583,-87.661406,Sheridan Rd & Columbia Ave,2021-02-24T17:34:09.886000Z,,1614164415.0,1.0,1.0,660,,,
9.0,2,9229c29db2e2b29844a0bebeb0a1ac25,41.880121,-87.763238,Central Ave & Madison St,2021-02-24T17:34:09.900000Z,,1614164071.0,1.0,1.0,542,,,
10.0,0,0b495a7daab1586558cd6ba66247e443,41.875806,-87.755285,Laramie Ave & Gladys Ave,2021-02-24T17:34:09.901000Z,,1614164072.0,1.0,1.0,543,,,
3.0,7,0acfdd56c4bc483530ecfebfb6e45784,41.880207,-87.755337,Laramie Ave & Madison St,2021-02-24T17:34:09.902000Z,,1614164072.0,1.0,1.0,540,,,
5.0,4,03d1c15054d93c589812b4a63856f784,41.872993,-87.764499,Central Ave & Harrison St,2021-02-24T17:34:09.903000Z,,1614164072.0,1.0,1.0,541,,,
5.0,6,3afb58d4078b6318938531c64c67bd32,41.823192,-87.676597,Damen Ave & Pershing Rd,2021-02-24T17:34:09.904000Z,,1614163756.0,1.0,1.0,546,,,
8.0,3,c42f99a4a4495ef7bcd53afb50a714e7,41.823465,-87.665577,Ashland Ave & Pershing Rd,2021-02-24T17:34:09.905000Z,,1614163453.0,1.0,1.0,547,,,
4.0,5,306ac898533a2d97e27a98ef343ed862,41.880281,-87.774453,Austin Blvd & Madison St,2021-02-24T17:34:09.906000Z,,1614164071.0,1.0,1.0,544,,,
5.0,6,a71023fb5337307034da4c1190ccbbb7,41.877917,-87.735737,Kostner Ave & Adams St,2021-02-24T17:34:09.907000Z,,1614164409.0,1.0,1.0,545,,,
0.0,7,d6478db99a9c12a549f355985a299c93,41.823613,-87.650931,Morgan St & Pershing Rd,2021-02-24T17:34:09.908000Z,,1614164071.0,1.0,1.0,548,,,
4.0,7,7f81ba9c5c3d9302018bc1780028a564,41.813996,-87.666589,Marshfield Ave & 44th St,2021-02-24T17:34:09.909000Z,,1614164408.0,1.0,1.0,549,,,
22.0,1,364d58ee59313cba92553197557683b1,41.875885,-87.640795,Clinton St & Tilden St,2021-02-24T17:34:09.910000Z,,1614178945.0,1.0,1.0,68,,,
7.0,7,db90f83902e01561445319d75dc5ebee,42.025784,-87.684107,Elmwood Ave & Austin St,2021-02-24T17:34:09.911000Z,,1614178805.0,1.0,1.0,598,,,
5.0,14,4bf1961bbc5ce62b7c2ed40082e9ee27,41.802562,-87.590368,Blackstone Ave & Hyde Park Blvd,2021-02-24T17:34:09.913000Z,,1614185848.0,1.0,1.0,121,,,
7.0,7,65c11a745158982e919ddd39261fa212,41.87501,-87.67328,Ogden Ave & Congress Pkwy,2021-02-24T17:34:09.914000Z,,1614183677.0,1.0,1.0,122,,,
12.0,3,aea7a01b63eab96f8a8249abea8afab7,41.922695,-87.697153,California Ave & Milwaukee Ave,2021-02-24T17:34:09.915000Z,,1614162851.0,1.0,1.0,123,,,
12.0,11,0c3101d9f943db24420dba17aaf63391,41.890173,-87.626185,Rush St & Hubbard St,2021-02-24T17:34:09.917000Z,,1614185673.0,1.0,1.0,125,,,
13.0,2,cc08d787655803a65c1ddb49bb271e25,41.911974,-87.631942,Clark St & North Ave,2021-02-24T17:34:09.918000Z,,1614185934.0,1.0,1.0,126,,,
8.0,7,37833386facb54ffa8b7a255d5483d9b,41.925905,-87.64926,Lincoln Ave & Fullerton Ave,2021-02-24T17:34:09.918000Z,,1614188027.0,1.0,1.0,127,,,
13.0,5,64540050be6028b39a22740823a44096,41.895769,-87.67722,Damen Ave & Chicago Ave,2021-02-24T17:34:09.919000Z,,1614186333.0,1.0,1.0,128,,,
1.0,12,0f177d3b32e60209da05905560c94dde,41.857556,-87.661535,Blue Island Ave & 18th St,2021-02-24T17:34:09.920000Z,,1614184686.0,1.0,1.0,129,,,
9.0,6,24584d0f8ede430a7b0ad33526a2b6df,41.870257,-87.639474,Canal St & Taylor St,2021-02-24T17:34:09.921000Z,,1614187193.0,1.0,1.0,414,,,
6.0,2,25e977407dffb9610bcd6cb20c6e2464,41.80229465088,-87.6180535802,Calumet Ave & 51st St,2021-02-24T17:34:09.922000Z,,1614185887.0,1.0,1.0,415,,,
11.0,4,36687d1a860aaf9e3fc77f7c493828eb,41.805772,-87.592464,Dorchester Ave & 49th St,2021-02-24T17:34:09.923000Z,,1614164074.0,1.0,1.0,416,,,
17.0,1,91a2767d4d8381858085b4f13ccf1a80,41.802406,-87.586924,Cornell Ave & Hyde Park Blvd,2021-02-24T17:34:09.924000Z,,1614185538.0,1.0,1.0,417,,,
5.0,10,9a46083ab2c3279208846b6e96d12ef7,41.81665889302,-87.6194124619,Prairie Ave & 43rd St,2021-02-24T17:34:09.925000Z,,1614175585.0,1.0,1.0,410,,,
1.0,10,1df6235b0ff4f6b001382d5d18d49811,41.80813391481,-87.6456165545,Halsted St & 47th Pl,2021-02-24T17:34:09.926000Z,,1614164407.0,1.0,1.0,411,,,
5.0,6,657f9b381d52bd4f82983fc2288ec906,41.80931770924,-87.633449288,Princeton Ave & 47th St,2021-02-24T17:34:09.927000Z,,1614164407.0,1.0,1.0,412,,,
13.0,2,2ad32d67edcc4b9881abf3f603e13239,41.81409271048,-87.5970051479,Woodlawn Ave & Lake Park Ave,2021-02-24T17:34:09.928000Z,,1614184275.0,1.0,1.0,413,,,
15.0,3,e0e7431735a58a6ca3e36583832dc343,41.93842879148,-87.698007756,California Ave & Fletcher St,2021-02-24T17:34:09.929000Z,,1614182971.0,1.0,1.0,498,,,
10.0,0,72a821f75c5a0bac7068547cf16b11c5,41.79933626261,-87.6009581145,Ellis Ave & 53rd St,2021-02-24T17:34:09.930000Z,,1614184524.0,1.0,1.0,418,,,
3.0,12,e4bf5539a44769d46e8dd90f58c8b8ea,41.79949429373,-87.5864498959,Lake Park Ave & 53rd St,2021-02-24T17:34:09.932000Z,,1614164408.0,1.0,1.0,419,,,
5.0,10,a4e583cdb00ac1e73312f4e49285cb2e,41.93058537138,-87.7237773635,Kosciuszko Park,2021-02-24T17:34:09.940000Z,,1614180564.0,1.0,1.0,499,,,
7.0,8,8c777eca4463fff96fff6f05d7850aa9,41.954177,-87.664358,Southport Ave & Irving Park Rd,2021-02-24T17:34:09.943000Z,,1614186740.0,1.0,1.0,318,,,
19.0,0,3eab41029dcc7cfb447f7ccfd8f3d188,41.925858,-87.638973,Lakeview Ave & Fullerton Pkwy,2021-02-24T17:34:09.944000Z,,1614186371.0,1.0,1.0,313,,,
11.0,8,a2f2f836110ef21944a56c6e6c50cd77,41.968885,-87.684001,Leavitt St & Lawrence Ave,2021-02-24T17:34:09.947000Z,,1614164075.0,1.0,1.0,311,,,
2.0,5,933cb0a5dea77635dc5833d20e5d9be0,41.920082,-87.677855,Damen Ave & Charleston St,2021-02-24T17:34:09.948000Z,,1614181750.0,1.0,1.0,310,,,
7.0,12,69b1e567601c42f55f7b49a139352939,41.96325,-87.679258,Damen Ave & Sunnyside Ave,2021-02-24T17:34:09.950000Z,,1614187549.0,1.0,1.0,316,,,
7.0,15,999b18f3e2453c88bae479ddafbb40ef,41.912919,-87.664169,Elston Ave & Wabansia Ave,2021-02-24T17:34:09.951000Z,,1614164411.0,1.0,1.0,315,,,
9.0,6,79ef975c5171b8c6b47155e575c4085e,41.957921,-87.673567,Ravenswood Ave & Berteau Ave,2021-02-24T17:34:09.952000Z,,1614187600.0,1.0,1.0,314,,,
13.0,2,8331b895b5ffe28350476baa3eb663c0,41.939398,-87.711561,Kimball Ave & Belmont Ave,2021-02-24T17:34:09.954000Z,,1614164074.0,1.0,1.0,497,,,
17.0,32,e82fa43aef1ea69e1d0e6ba769e089c7,41.86722595682,-87.6153553902,Shedd Aquarium,2021-02-24T17:34:09.955000Z,,1614187789.0,1.0,1.0,3,,,
11.0,4,33003a323f2d7c6f95b92851e9d75524,41.83920868403,-87.6656098589,Ashland Ave & Archer Ave,2021-02-24T17:34:09.957000Z,,1614184063.0,1.0,1.0,368,,,
8.0,2,2018d77a4f53eb8aa622437859208a82,41.83010465416,-87.6702983089,Wood St & 35th St,2021-02-24T17:34:09.958000Z,,1614102147.0,1.0,1.0,369,,,
10.0,1,81ba5c4538ee43a37a5dc5a290c42a5b,41.84163253965,-87.6574349533,Loomis St & Archer Ave,2021-02-24T17:34:09.959000Z,,1614163453.0,1.0,1.0,366,,,
3.0,12,bb916a44f6ed7dabfcd37d0e891e1176,41.83069611252,-87.6559759116,Racine Ave & 35th St,2021-02-24T17:34:09.960000Z,,1614171041.0,1.0,1.0,367,,,
15.0,4,cb24b6045d9b1fd588f77a3aec82259b,41.90021949323,-87.6429854676,Larrabee St & Oak St,2021-02-24T17:34:09.961000Z,,1614182111.0,1.0,1.0,364,,,
5.0,9,e9b24795bc43b4ec89feb9b4f2ca7dbd,41.89936843921,-87.6484798752,Halsted St & North Branch St,2021-02-24T17:34:09.962000Z,,1614182084.0,1.0,1.0,365,,,
10.0,2,4c7e305720b64ff3eec92f369b8efece,41.8797877089,-87.686112808,Western Ave & Monroe St,2021-02-24T17:34:09.963000Z,,1614172393.0,1.0,1.0,381,,,
8.0,9,e5ed81097e251dca0e432e04a9d748cc,41.87474885079,-87.6864452757,Western Ave & Congress Pkwy,2021-02-24T17:34:09.964000Z,,1614163152.0,1.0,1.0,382,,,
17.0,13,2594770882d143cf89fded80dccec385,41.87295,-87.66913,Paulina St & Flournoy St,2021-02-24T17:34:09.966000Z,,1614186947.0,1.0,1.0,383,,,
3.0,8,8d1761d610d05d510039533e5cced694,41.80183164049,-87.645213904,Halsted St & 51st St,2021-02-24T17:34:09.981000Z,,1614164407.0,1.0,1.0,384,,,
6.0,4,f70578cb7c29e5d5ac2c0743ff14fa3b,41.794982,-87.633124,Princeton Ave & Garfield Blvd,2021-02-24T17:34:09.983000Z,,1614180691.0,1.0,1.0,385,,,
4.0,7,c92a84b3a3c73ca5f1de911ced477f7f,41.79292964599,-87.6449900565,Halsted St & 56th St,2021-02-24T17:34:09.987000Z,,1614164409.0,1.0,1.0,386,,,
8.0,3,da3a55c49a1bc9e356c79406e05b5dd7,41.77938114228,-87.6446208145,Halsted & 63rd - Kennedy-King Vaccination Site,2021-02-24T17:34:09.988000Z,,1614164409.0,1.0,1.0,388,,,
7.0,3,59ab8ac4063c7dbf59893ca8142b7f7e,41.75182,-87.565211,Phillips Ave & 79th St,2021-02-24T17:34:09.995000Z,,1614186029.0,1.0,1.0,579,,,
6.0,1,646d9634cf926644984a07b77e778450,41.751785,-87.578496,Bennett Ave & 79th St,2021-02-24T17:34:09.997000Z,,1614164409.0,1.0,1.0,578,,,
8.0,4,bf70c744a8a8de5759ebd9403f74086e,42.058239,-87.677432,Sheridan Rd & Noyes St (NU),2021-02-24T17:34:09.998000Z,,1614179245.0,1.0,1.0,604,,,
5.0,5,b3e61c0ce2eba95f1cb0259920b35deb,41.750794,-87.624424,State St & 79th St,2021-02-24T17:34:09.999000Z,,1614163756.0,1.0,1.0,573,,,
8.0,3,395847344178a464971371a85fc22da1,41.756971,-87.624621,State St & 76th St,2021-02-24T17:34:10.001000Z,,1614164409.0,1.0,1.0,572,,,
5.0,6,f676f4701b439d63b1a023a83bc139d2,41.758361,-87.614138,Vernon Ave & 75th St,2021-02-24T17:34:10.002000Z,,1614163757.0,1.0,1.0,571,,,
5.0,2,b77419e6743f8acf4acb709dbf694c0e,41.75849,-87.60641,Evans Ave & 75th St,2021-02-24T17:34:10.003000Z,,1614164407.0,1.0,1.0,570,,,
5.0,6,f2b9e32ee99bcbfd730840ff3b2306b3,41.751173,-87.585337,Stony Island Ave & South Chicago Ave,2021-02-24T17:34:10.008000Z,,1614164072.0,1.0,1.0,577,,,
3.0,7,6eead1794659baa58fe149d5c2fc8618,41.751294,-87.597552,Greenwood Ave & 79th St,2021-02-24T17:34:10.009000Z,,1614164409.0,1.0,1.0,576,,,
5.0,4,8466bf73bb66985a22a52cb915217782,41.753174,-87.605026,Cottage Grove Ave & 78th St,2021-02-24T17:34:10.010000Z,,1614163757.0,1.0,1.0,575,,,
9.0,2,488920a2bb750930e1b6d393603d8689,41.75094,-87.61379,Vernon Ave & 79th St,2021-02-24T17:34:10.011000Z,,1614163756.0,1.0,1.0,574,,,
16.0,3,61e0da2f7ddcc37a0d71293132cd41af,41.9105780349,-87.6494219288,Dayton St & North Ave,2021-02-24T17:34:10.012000Z,,1614187333.0,1.0,1.0,60,,,
13.0,6,5e8af6ab3c5f6cb8384b13738c13d290,41.907655,-87.672552,Wood St & Milwaukee Ave,2021-02-24T17:34:10.013000Z,,1614187541.0,1.0,1.0,61,,,
11.0,14,c25d310098d40541f3f8ed0386dfc0ad,41.929465,-87.684158,Logan Blvd & Elston Ave,2021-02-24T17:34:10.015000Z,,1614185622.0,1.0,1.0,258,,,
0.0,23,907f9c85ec9d32a227f93c076a2183d8,41.885637,-87.641823,Clinton St & Lake St,2021-02-24T17:34:10.017000Z,,1614181972.0,1.0,1.0,66,,,
23.0,1,1c529368db02e34af3414e7e5701f9e8,41.9256018819,-87.6537080423,Sheffield Ave & Fullerton Ave,2021-02-24T17:34:10.018000Z,,1614180372.0,1.0,1.0,67,,,
15.0,0,000e436b8d7bf9fd184d41b156f948cb,41.809835,-87.599383,Greenwood Ave & 47th St,2021-02-24T17:34:10.019000Z,,1614174334.0,1.0,1.0,252,,,
9.0,10,38d4473c18239685a845b74e0bbe25eb,41.936083,-87.669807,Ashland Ave & Wellington Ave,2021-02-24T17:34:10.021000Z,,1614174747.0,1.0,1.0,250,,,
9.0,5,b2be6d54f7fec306fee0de788a3b49c9,41.967968,-87.650001,Clarendon Ave & Leland Ave,2021-02-24T17:34:10.022000Z,,1614172782.0,1.0,1.0,251,,,
8.0,7,95baaba1fe7864a0e073d1e468bad020,41.952833,-87.649993,Broadway & Sheridan Rd,2021-02-24T17:34:10.023000Z,,1614186491.0,1.0,1.0,256,,,
9.0,6,aa83255a111d5d474fa9b39cb68c1712,41.948797,-87.675278,Lincoln Ave & Waveland Ave,2021-02-24T17:34:10.025000Z,,1614188004.0,1.0,1.0,257,,,
11.0,4,f31f17b9971c52cb0152f44531d388f1,41.954383,-87.648043,Pine Grove Ave & Irving Park Rd,2021-02-24T17:34:10.026000Z,,1614187200.0,1.0,1.0,254,,,
24.0,15,fee4c5520569fb5d72ca5b077308250c,41.867888,-87.623041,Indiana Ave & Roosevelt Rd,2021-02-24T17:34:10.027000Z,,1614187376.0,1.0,1.0,255,,,
11.0,4,2968e7767f84b958d9244602c06acf1b,42.050491,-87.677821,Chicago Ave & Sheridan Rd,2021-02-24T17:34:10.028000Z,,1614164412.0,1.0,1.0,603,,,
11.0,3,632f83f56c949116814a092086159872,42.064313,-87.686152,Central St & Girard Ave,2021-02-24T17:34:10.029000Z,,1614185144.0,1.0,1.0,602,,,
12.0,2,907b919e1da20ef849b4518c71c316d4,41.90965687563,-87.7166319516,Central Park Ave & North Ave,2021-02-24T17:34:10.036000Z,,1614162551.0,1.0,1.0,508,,,
7.0,8,06a6de7f7cffde567ee292ea3534bad7,41.90976930169,-87.7052804871,Troy St & North Ave,2021-02-24T17:34:10.037000Z,,1614163152.0,1.0,1.0,509,,,
6.0,13,771b594604332e6816fe2c713999aab7,41.91751339399,-87.7018089555,Humboldt Blvd & Armitage Ave,2021-02-24T17:34:10.039000Z,,1614163152.0,1.0,1.0,507,,,
6.0,9,7f7d5bcd101f26a8355dedd055b35334,41.92463247165,-87.6893070063,Campbell Ave & Fullerton Ave,2021-02-24T17:34:10.040000Z,,1614164409.0,1.0,1.0,504,,,
2.0,13,e03ab50563b9e251e2786bce5f89a49f,41.92409085038,-87.6764600747,Winchester Ave & Elston Ave,2021-02-24T17:34:10.041000Z,,1614188040.0,1.0,1.0,505,,,
12.0,3,c459edc99e85e8d9ba10b208c04d57e5,41.92669,-87.697668,California Ave & Altgeld St,2021-02-24T17:34:10.042000Z,,1614182655.0,1.0,1.0,502,,,
11.0,4,71c19c56beed5356818ad0d7c9f3860e,41.93533728263,-87.7168892935,Central Park Ave & Elbridge Ave,2021-02-24T17:34:10.044000Z,,1614164075.0,1.0,1.0,500,,,
6.0,9,b9677ab68c1e214fbb8c335cdd25f421,41.93190196886,-87.7011951301,Richmond St & Diversey Ave,2021-02-24T17:34:10.045000Z,,1614163755.0,1.0,1.0,501,,,
12.0,3,dc5d23eac992750eb5cf049d8aee290d,41.96108,-87.73569,Kildare Ave & Montrose Ave,2021-02-24T17:34:10.047000Z,,1614164407.0,1.0,1.0,630,,,
5.0,12,0b3dddba342a8e9af1f19ef9b430b0c4,41.877618,-87.673895,Malcolm X College Vaccination Site,2021-02-24T17:34:10.048000Z,,1614187809.0,1.0,1.0,631,,,
13.0,2,79fdc8ca913baafc34154b741920d5e4,41.98039423475,-87.7161149615,St. Louis Ave & Balmoral Ave,2021-02-24T17:34:10.050000Z,,1614163453.0,1.0,1.0,469,,,
8.0,1,5cdb7a2b62f405d0012daf5df712184a,41.98366470886,-87.6964225611,Budlong Woods Library,2021-02-24T17:34:10.051000Z,,1614184944.0,1.0,1.0,468,,,
0.0,11,354ed8c0239f9c3c931598da731051d8,41.890028,-87.636618,Orleans St & Hubbard St,2021-02-24T17:34:10.053000Z,,1614187113.0,1.0,1.0,636,,,
23.0,0,355fa26149298640b56c108863111a32,41.9716,-87.650154,Marine Dr & Ainslie St,2021-02-24T17:34:10.055000Z,,1614186073.0,1.0,1.0,465,,,
10.0,5,565cee830a9cce40615f9af2ab6c41e7,41.97561480459,-87.6794590387,Damen Ave & Foster Ave,2021-02-24T17:34:10.056000Z,,1614164072.0,1.0,1.0,464,,,
15.0,0,b76a1bc6b4c1c555b52ac5adfe9950a6,42.0085943972,-87.6904922389,Western Ave & Lunt Ave,2021-02-24T17:34:10.057000Z,,1614171208.0,1.0,1.0,467,,,
9.0,2,6794f67cee27936f98d78cbc19b6545c,42.01213227742,-87.6829126443,Ridge Blvd & Touhy Ave,2021-02-24T17:34:10.058000Z,,1614163756.0,1.0,1.0,466,,,
8.0,6,6d27125735f4f7696a61918bfd37b6af,41.9840446107,-87.6602738295,Broadway & Ridge Ave,2021-02-24T17:34:10.059000Z,,1614184745.0,1.0,1.0,461,,,
13.0,2,ab66f497e9135091b9a1babe569aab21,41.983593,-87.669154,Clark St & Bryn Mawr Ave,2021-02-24T17:34:10.060000Z,,1614183408.0,1.0,1.0,460,,,
14.0,4,686c8a2a4b2b4e5af4c9b1f94c7de032,41.9779966544,-87.6680471047,Clark St & Berwyn Ave,2021-02-24T17:34:10.061000Z,,1614185135.0,1.0,1.0,463,,,
10.0,3,82d0533adef7ab362205828e14d5c16c,41.979762,-87.67753,Winchester (Ravenswood) Ave & Balmoral Ave,2021-02-24T17:34:10.062000Z,,1614164410.0,1.0,1.0,462,,,
1.0,16,b556cd44f9641df86b0c328b67f9a07e,41.864059,-87.623727,Michigan Ave & 14th St,2021-02-24T17:34:10.063000Z,,1614176255.0,0.0,0.0,168,,,
11.0,4,ffff0c7b9c2b0487ecb98a5985815429,41.874255,-87.639573,Canal St & Harrison St,2021-02-24T17:34:10.065000Z,,1614184568.0,1.0,1.0,169,,,
20.0,7,f89aba5bfb97aa779146a4a86948cbba,41.885837,-87.6355,Franklin St & Lake St,2021-02-24T17:34:10.066000Z,,1614186365.0,1.0,1.0,164,,,
20.0,3,64c9262ec070f084503ba3d19667145f,41.95078,-87.659172,Clark St & Grace St,2021-02-24T17:34:10.067000Z,,1614187848.0,1.0,1.0,165,,,
6.0,8,5e85a15e67cee35ca841ddb606e566a8,41.92883,-87.668507,Ashland Ave & Wrightwood Ave,2021-02-24T17:34:10.068000Z,,1614178538.0,1.0,1.0,166,,,
3.0,4,6234e308c0b300f36c0a9034a0802a0e,41.8492,-87.67564,Damen Ave & Coulter St,2021-02-24T17:34:10.069000Z,,1614184564.0,1.0,1.0,167,,,
10.0,5,ff723b7380116e7eff98e2ae163ebfb5,41.910535,-87.689556,Campbell Ave & North Ave,2021-02-24T17:34:10.070000Z,,1614181161.0,1.0,1.0,160,,,
11.0,10,f7cb099bbf0d472405042393f538e9d9,41.89576474564,-87.6259080327,Rush St & Superior St,2021-02-24T17:34:10.071000Z,,1614178430.0,1.0,1.0,161,,,
11.0,4,33e60f8081b6f75502709c76797709ef,41.93588,-87.67842,Damen Ave & Wellington Ave,2021-02-24T17:34:10.073000Z,,1614164072.0,1.0,1.0,162,,,
13.0,2,340aee4802e4c4490cc37273b2950d6a,41.931931,-87.677856,Damen Ave & Clybourn Ave,2021-02-24T17:34:10.074000Z,,1614164071.0,1.0,1.0,163,,,
7.0,8,968715e98168c925d3758e281e75d50e,42.048308,-87.698224,Dodge Ave & Church St,2021-02-24T17:34:10.077000Z,,1614164412.0,1.0,1.0,600,,,
11.0,4,530ec57ae6a997084295a469e42e73f7,41.82879201994,-87.6806044594,Leavitt St & Archer Ave,2021-02-24T17:34:10.078000Z,,1614175709.0,1.0,1.0,9,,,
3.0,4,361d51daf8a484f1376deda28f629429,41.786691,-87.655859,Elizabeth St & 59th St,2021-02-24T17:34:10.079000Z,,1614164409.0,1.0,1.0,647,,,
1.0,9,350d3d3266d2df094051aafe4e48d82b,41.7664929373,-87.5864608775,Stony Island Ave & 71st St,2021-02-24T17:34:10.084000Z,,1614186295.0,1.0,1.0,356,,,
4.0,11,6a25a9e0f01f1a8225370cfa5a216e89,41.773643,-87.567514,South Shore Dr & 67th St,2021-02-24T17:34:10.085000Z,,1614180600.0,1.0,1.0,355,,,
5.0,10,1a1597b75ce539ca3852e86fa40fa9e4,42.01058656284,-87.6624120948,Sheridan Rd & Greenleaf Ave,2021-02-24T17:34:10.086000Z,,1614164410.0,1.0,1.0,354,,,
