empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.address,extra.last_updated,extra.renting,extra.returning,extra.uid,extra.bike_uids,extra.number,extra.slots
13.0,0,e30bb1419f87b2c68c733de5e1a89ba8,34.071115608056125,-118.44161331653595,UCLA3. Powell Library,2020-11-16T10:06:42.949000Z,"460 Portola Plaza, Los Angeles",1605521124.0,1.0,1.0,hub_2618,,,
8.0,0,560c9e5aeb6d8f8b904f6ad9446a2ae6,34.070914674675855,-118.43954801559448,UCLA2. Faculty Center,2020-11-16T10:06:42.935000Z,"741 Charles E Young Drive East, Los Angeles",1605521124.0,1.0,1.0,hub_2617,,,
20.0,0,baf8ade044334fbdb9fe3b3de3593ffc,34.07257753240313,-118.44945073127745,UCLA12. Drake Stadium,2020-11-16T10:06:42.955000Z,"740-798 Charles E Young Drive West, Los Angeles",1605521124.0,1.0,1.0,hub_2616,,,
10.0,0,0fe38e96675a28e51aabe32a64b53909,34.0734551192471,-118.44483196735384,UCLA11. Charles E. Young Dr North,2020-11-16T10:06:42.936000Z,"586 Charles E Young Drive North, Los Angeles",1605521124.0,1.0,1.0,hub_2615,,,
20.0,0,4459d605c0a0097942621ef4173e4a48,34.07364840930491,-118.43984574079514,UCLA1. Dickson Court North,2020-11-16T10:06:42.957000Z,"315 Portola Plaza, Los Angeles",1605521124.0,1.0,1.0,hub_2614,,,
6.0,0,a99d83e023f9b7181b938e22f0b03057,34.06186579683028,-118.45006495714186,UCLA17. Weyburn Terrace,2020-11-16T10:06:42.933000Z,"945 Weyburn Terrace, Los Angeles",1605521124.0,1.0,1.0,hub_3284,,,
1.0,10,fb572a3882c7929742584d0b4c3d21d1,26.13778,-80.10325,Sunrise & Ocean,2021-02-24T17:33:33.754000Z,957 N. Ft. Lauderdale Beach Blvd.,1614187985.0,1.0,1.0,bcycle_broward_1978,,,
10.0,0,74c9bda32e83b17694ed0a4324e9d4e3,26.10032,-80.12385,Convention Center @ 17th St. ,2021-02-24T17:33:33.753000Z,1738 SE 17th St,1614187985.0,1.0,1.0,bcycle_broward_1979,,,
8.0,8,d7d675b1a29d71a428f862ef7be517bf,26.00656,-80.116,Broadwalk at Jefferson St.,2021-02-24T17:33:33.750000Z,208 Jefferson St.,1614187985.0,1.0,1.0,bcycle_broward_1986,,,
4.0,5,479d8cea9d29c32d8a941817d332d08e,26.23237,-80.08965,Atlantic & Briny,2021-02-24T17:33:33.716000Z,East Atlantic Blvd & Briny Ave,1614187985.0,1.0,1.0,bcycle_broward_2534,,,
11.0,0,f3ff876bb76bdcfb51236a36a80ba7fa,26.13813,-80.1157,George English Park,2021-02-24T17:33:33.735000Z,2331 E. Sunrise Blvd.,1614187985.0,0.0,0.0,bcycle_broward_1971,,,
3.0,6,d4403331cecc77991b04064a44f9dae4,26.13707,-80.12981,Holiday Park at Sunrise,2021-02-24T17:33:33.736000Z,1384 E. Sunrise Blvd.,1614187985.0,1.0,1.0,bcycle_broward_1970,,,
7.0,4,46a128675a451b58b6dd7e4f2168cd59,26.12807,-80.10368,Bayshore and A1A,2021-02-24T17:33:33.732000Z,Bayshore and A1A,1614187985.0,1.0,1.0,bcycle_broward_2645,,,
6.0,4,7398ab493dbb2d8d463a2211a4c828db,26.19081,-80.09666,Lauderdale by the Sea,2021-02-24T17:33:33.755000Z,4383 Florida A1A,1614187985.0,1.0,1.0,bcycle_broward_1995,,,
9.0,2,e367132169772148ad5d8e43d1dbf5ec,26.03444,-80.11455,Hollywood North Beach,2021-02-24T17:33:33.718000Z,3669 N. Ocean Dr.,1614187985.0,1.0,1.0,bcycle_broward_1998,,,
9.0,1,58c2ad5dae7624091afc81ca69300825,26.16739,-80.10032,Earl Lifshey,2021-02-24T17:33:33.751000Z,3098 N. Ocean Blvd.,1614187985.0,1.0,1.0,bcycle_broward_1969,,,
1.0,8,fb6000b964b43825637085cebf56f38e,26.13776,-80.11248,Galleria,2021-02-24T17:33:33.719000Z,2532 East Sunrise Blvd.,1614187985.0,1.0,1.0,bcycle_broward_2950,,,
5.0,4,50f19d6513804c3c39c5ef7f88c14cbb,26.11937,-80.13271,Las Olas & SE 10th Terr,2021-02-24T17:33:33.728000Z,297 SE 10th Terrace,1614187985.0,1.0,1.0,bcycle_broward_2951,,,
5.0,6,143b8075fe4cb11d51e5094ad936be80,26.12026,-80.14819,Esplanade Park,2021-02-24T17:33:33.733000Z,490 SW 2nd St.,1614187985.0,1.0,1.0,bcycle_broward_1955,,,
7.0,4,8e980d3bf5d38710ce37c7ad10225c5f,26.11501,-80.14008,Courthouse (540 Bldg),2021-02-24T17:33:33.714000Z,303 SE 6th St.,1614187985.0,1.0,1.0,bcycle_broward_1977,,,
6.0,4,ed03b2fa0008bb6652468a017775ce84,26.15495,-80.10109,Willingham Park,2021-02-24T17:33:33.749000Z,2086 N. Ocean Blvd.,1614187985.0,1.0,1.0,bcycle_broward_1967,,,
7.0,0,b00ab7a199b29ae598844c9843f01890,26.11414,-80.10482,South Beach Lot,2021-02-24T17:33:33.756000Z,South Beach Lot,1614187985.0,1.0,1.0,bcycle_broward_2646,,,
8.0,1,52d76ae6a17ad2fdc8653832de4a1bd5,26.10985,-80.10608,South Beach Lot #2,2021-02-24T17:33:33.730000Z,1100 Seabreeze Blvd,1614187985.0,1.0,1.0,bcycle_broward_2952,,,
4.0,7,625b3cc77d7da9ab26be1b2269cd4508,26.11975,-80.10715,Las Olas Parking Garage,2021-02-24T17:33:33.738000Z,200 Las Olas Circle,1614187985.0,1.0,1.0,bcycle_broward_1964,,,
11.0,1,cdec894be57df5ddcb3b9a2d7cb2372d,26.12431,-80.1041,Sebastian Lot,2021-02-24T17:33:33.748000Z,3089 Sebastian St.,1614187985.0,1.0,1.0,bcycle_broward_1966,,,
6.0,4,485d96780cc54092ebde59f6ad1270b7,26.11837,-80.10492,Las Olas Beach Park,2021-02-24T17:33:33.731000Z,300 Seabreeze,1614187985.0,1.0,1.0,bcycle_broward_4616,,,
8.0,3,5d6b1434abf1fa655fef2f32e518d229,26.11657,-80.10515,DC Alexander Park,2021-02-24T17:33:33.734000Z,3056 SE 5th St.,1614187985.0,1.0,1.0,bcycle_broward_1972,,,
9.0,5,4b562f25ad06507ac8ab4b8a118b0f24,43.0482,-87.90086,Ogden/Marshall,2021-02-24T17:32:50.416000Z,1420 N. Marshall St.,1614187970.0,1.0,1.0,bcycle_bublr_3326,,,
4.0,11,05f41a87020da478a66df49c4d8ca954,43.03865,-87.92193,Central Library,2021-02-24T17:32:50.421000Z,686 N. 8th St.,1614187970.0,1.0,1.0,bcycle_bublr_3327,,,
11.0,2,0caf7f4dbbee769e742d2ab86105f7b9,43.04782,-87.89565,Burns Commons,2021-02-24T17:32:50.423000Z,1301 N. Prospect Street,1614187970.0,1.0,1.0,bcycle_bublr_3489,,,
13.0,2,3307366344ab05bc189479bf01163dbb,43.04824,-87.90497,Ogden/Jackson,2021-02-24T17:32:50.428000Z,544 E. Ogden Ave.,1614187970.0,1.0,1.0,bcycle_bublr_3325,,,
6.0,9,82969267299df0c4f81379299a9c4cf1,43.02871,-87.9041,Trestle Park,2021-02-24T17:32:50.437000Z,501 E. Erie Street,1614187970.0,1.0,1.0,bcycle_bublr_3322,,,
6.0,9,7d928fe27f0159698528ce7245ca14a7,43.05536,-87.90504,Lakefront Brewery,2021-02-24T17:32:50.438000Z,1880 N. Commerce St.,1614187970.0,1.0,1.0,bcycle_bublr_3323,,,
7.0,8,5ac0c652c891407d0e5a1a73105e45cc,43.05839,-87.89787,Humboldt/Commerce,2021-02-24T17:32:50.457000Z,2160 N. Humboldt Ave.,1614187970.0,1.0,1.0,bcycle_bublr_3329,,,
4.0,3,13737bc0426deb918ebe8b03ec445886,43.0386,-87.9121,W. Wisconsin Ave / N. Plankinton Ave.,2021-02-24T17:32:50.480000Z,161 W. Wisconsin Ave,1614187970.0,1.0,1.0,bcycle_bublr_3726,,,
6.0,8,75091422ec6ad3dfee12eacc50af1f3f,43.0373,-87.9158,Zeidler Union Square Park,2021-02-24T17:32:50.500000Z,335 W. Michigan St.,1614187970.0,1.0,1.0,bcycle_bublr_3727,,,
12.0,10,a6244fde91f1f0d12a4c21755f2097bc,43.04015,-87.93211,Marquette University Student Union,2021-02-24T17:32:50.510000Z,1501 W. Wells St,1614187970.0,1.0,1.0,bcycle_bublr_3418,,,
7.0,6,2917dbae17a095cedb947b441cf8c12b,43.0602,-87.88064,North/Lake,2021-02-24T17:32:50.530000Z,2380 E. North Ave,1614187970.0,1.0,1.0,bcycle_bublr_3490,,,
8.0,6,114879037059eafefa9c3ed56a108f2d,43.06369,-87.8878,Oakland/Bradford,2021-02-24T17:32:50.531000Z,1805 E. Bradford Ave,1614187970.0,1.0,1.0,bcycle_bublr_3491,,,
11.0,4,a1b52a8e2eb01e5c5c116872a886eb10,43.07472,-87.8882,Oakland/Kenwood,2021-02-24T17:32:50.536000Z,1700 E. Kenwood Blvd,1614187970.0,1.0,1.0,bcycle_bublr_3492,,,
5.0,10,c0c2d672a70e4cf9def04ce421c33535,43.069,-87.88806,Riverside Park,2021-02-24T17:32:50.537000Z,2780 N. Oakland Ave,1614187970.0,1.0,1.0,bcycle_bublr_3493,,,
8.0,11,8bc2d03cdb297d2b650f7ed201ddd7df,43.0369,-87.89667,Discovery World,2021-02-24T17:32:50.538000Z,500 N Harbor Drive,1614187970.0,1.0,1.0,bcycle_bublr_2383,,,
11.0,5,df8664e4bd3f2f120d09b56dae3ec3ff,43.04571,-87.89976,Astor/Juneau,2021-02-24T17:32:50.501000Z,1200 N. Astor Street,1614187970.0,1.0,1.0,bcycle_bublr_3488,,,
9.0,4,ff6491e9f045f28bb47f4256d4fbccba,43.06025,-87.89217,North/Cambridge,2021-02-24T17:32:50.456000Z,1440 E. North Ave.,1614187970.0,1.0,1.0,bcycle_bublr_3328,,,
6.0,7,fce397376f14206f8e89b9e8083b402c,43.04923,-87.91194,Schlitz Park,2021-02-24T17:32:50.546000Z,123 W Cherry St,1614187970.0,1.0,1.0,bcycle_bublr_2775,,,
2.0,15,0cf0e11b73292d8e8ba5b95c4e20a6c7,43.04249,-87.90996,Red Arrow Park,2021-02-24T17:32:50.547000Z,Kilbourn and Water St,1614187970.0,1.0,1.0,bcycle_bublr_2772,,,
6.0,9,c646d5fb97c037c4917e38f5a2ba4e5c,43.03148,-87.90817,Erie/Menomonee,2021-02-24T17:32:50.561000Z,252 E. Menomonee St.,1614187970.0,1.0,1.0,bcycle_bublr_3330,,,
1.0,12,c73cb22a79f81e59aede3564ca969087,43.03462,-87.9175,Intermodal Station,2021-02-24T17:32:50.560000Z,433 W St. Paul Avenue,1614187970.0,1.0,1.0,bcycle_bublr_2778,,,
4.0,12,0fd5298f52e5d793241a413c39744859,43.03519,-87.90739,Broadway/St Paul,2021-02-24T17:32:50.555000Z,400 N Broadway,1614187970.0,1.0,1.0,bcycle_bublr_2779,,,
6.0,7,be85957917d19c788548513432c35f60,43.03858,-87.90934,Water/Wisconsin,2021-02-24T17:32:50.523000Z,199 E. Wisconsin Ave,1614187970.0,1.0,1.0,bcycle_bublr_2781,,,
11.0,7,3df70b7016406c489a8a6bd7981a6b4d,43.06033,-87.89546,Riverview,2021-02-24T17:32:50.524000Z,2340 N. Commerce St.,1614187970.0,1.0,1.0,bcycle_bublr_3332,,,
6.0,7,875f567f192a43a78327ef55662426d0,43.06727,-87.87774,Downer/Park Place,2021-02-24T17:32:50.482000Z,2605 E. Park Place,1614187970.0,1.0,1.0,bcycle_bublr_3442,,,
7.0,8,fa80c5db65825797749b71cf17b52463,43.05126,-87.90616,Water/Pleasant ,2021-02-24T17:32:50.492000Z,N. Water St. & E Pleasant Street,1614187970.0,1.0,1.0,bcycle_bublr_3441,,,
2.0,11,44c457710ba2e9934829d7a1d86d7ccc,43.04032,-87.92061,Public Museum,2021-02-24T17:32:50.493000Z,800 W. Wells Street,1614187970.0,1.0,1.0,bcycle_bublr_3440,,,
4.0,7,d0fe03b1223ccc378236d5eef950afd7,43.0413,-87.9042,Cathedral Square,2021-02-24T17:32:50.509000Z,801 N. Jackson Street,1614187970.0,1.0,1.0,bcycle_bublr_3758,,,
4.0,11,855929324df7e830f514cc9682960428,43.05246,-87.891,Brady/Prospect,2021-02-24T17:32:50.446000Z,1706 N. Prospect Ave. ,1614187970.0,1.0,1.0,bcycle_bublr_3348,,,
9.0,8,db3136d054dc206d624575f94d057785,43.06029,-87.88368,Prospect/North,2021-02-24T17:32:50.553000Z,2305 N. Prospect Ave,1614187970.0,1.0,1.0,bcycle_bublr_3439,,,
4.0,9,ec8f286fc21ac64600cd9e04069c13f1,43.05304,-87.89766,Brady/Humboldt,2021-02-24T17:32:50.511000Z,1114 East Brady Street,1614187970.0,1.0,1.0,bcycle_bublr_3009,,,
8.0,9,1659433549b3b4ea191f9aa18bd85fd5,43.07753,-87.88002,Golda Meir Library,2021-02-24T17:32:50.513000Z,2311 E. Hartford Ave.,1614187970.0,1.0,1.0,bcycle_bublr_3335,,,
11.0,6,00a45df3bc1580b8bd568e6a4b58cd81,43.07853,-87.88262,Sandburg Hall,2021-02-24T17:32:50.514000Z,3400 N. Maryland Ave. ,1614187970.0,1.0,1.0,bcycle_bublr_3334,,,
13.0,4,e4e4e926798d2ef2ac40c4dfbd956f1f,43.05862,-87.88532,Kenilworth Square,2021-02-24T17:32:50.521000Z,2165 N. Prospect Ave. ,1614187970.0,1.0,1.0,bcycle_bublr_3331,,,
10.0,5,f037f3f6f38ebcd73da723e480e0c557,43.03872,-87.90534,411 East Wisconsin ,2021-02-24T17:32:50.522000Z,411 East Wisconsin ,1614187970.0,1.0,1.0,bcycle_bublr_2782,,,
15.0,6,32dbc08e26173bd9f9bbe5cfd26006a1,43.07489,-87.88281,UWM Student Union,2021-02-24T17:32:50.412000Z,3100 N. Maryland Ave.,1614187970.0,1.0,1.0,bcycle_bublr_3333,,,
4.0,13,00f9db40592374ede906b8e588e1b8f8,43.03886,-87.90272,777 E. Wisconsin,2021-02-24T17:32:50.415000Z,698 N. Van Buren Street,1614187970.0,1.0,1.0,bcycle_bublr_2780,,,
10.0,9,af313ce4750ac9968c27f0a6b24a8a6e,43.04157,-87.9272,Aurora,2021-02-24T17:32:50.554000Z,1201 W. Kilbourn Ave.,1614187970.0,1.0,1.0,bcycle_bublr_3632,,,
5.0,8,f84a59f14187a0e454c123d657e36f0f,43.05259,-87.90927,Pleasant/Commerce,2021-02-24T17:32:50.449000Z,200 E. Pleasant Street,1614187970.0,1.0,1.0,bcycle_bublr_3487,,,
7.0,6,2b65e272f13c23c0e9a4d2671174c3e4,43.04562,-87.9239,The Brewery District,2021-02-24T17:32:50.473000Z,925 W. Juneau Avenue,1614187970.0,1.0,1.0,bcycle_bublr_4004,,,
6.0,16,1c1104e1c503bb1cc174770f8b237cca,43.05801,-87.8773,Bradford Beach,2021-02-24T17:32:50.448000Z,2021 N. Lincoln Memorial Drive,1614187970.0,1.0,1.0,bcycle_bublr_3526,,,
7.0,8,79fc8749e1f03285c20cbc1a8ab224f6,43.02002,-87.91254,S. 2nd/Washington,2021-02-24T17:32:50.444000Z,1100 S. 2nd St.,1614187970.0,1.0,1.0,bcycle_bublr_3320,,,
2.0,11,d533d1785d6113b63d324f13a6c6a257,43.02948,-87.91282,S. 2nd/Freshwater,2021-02-24T17:32:50.445000Z,200 W. Freshwater Way,1614187970.0,1.0,1.0,bcycle_bublr_3321,,,
6.0,5,5ff8f5a3128d24e4eafbe4a8735c813e,43.05478,-87.91874,6th/Reservoir,2021-02-24T17:32:50.475000Z,1901 N. 6th Street,1614187970.0,1.0,1.0,bcycle_bublr_3445,,,
4.0,7,b9eda3871d98a5be7da8a125711fbc9a,43.05658,-87.91448,MLK & Brown,2021-02-24T17:32:50.477000Z,314 W. Brown Street,1614187970.0,1.0,1.0,bcycle_bublr_3444,,,
2.0,14,a75275231e165e98be44948e258ecf17,43.00475,-87.9054,Zillman Park,2021-02-24T17:32:50.508000Z,2168 S. Kinnickinnic Avenue,1614187970.0,1.0,1.0,bcycle_bublr_3417,,,
7.0,7,56139b1be27c1da913dccba4657e0008,43.02647,-87.91804,6th/Virginia,2021-02-24T17:32:50.516000Z,530 W. Virginia Ave.,1614187970.0,1.0,1.0,bcycle_bublr_3336,,,
5.0,10,597795b23931025e03c07ea1aad9d76b,43.02313,-87.91662,5th/National,2021-02-24T17:32:50.529000Z,425 W. National Avenue,1614187970.0,1.0,1.0,bcycle_bublr_3494,,,
4.0,3,403f88261047b3d08262a5b67a95eabd,43.06727,-87.90171,Cream City Hostel,2021-02-24T17:32:50.494000Z,2665 N. Fratney Street,1614187970.0,1.0,1.0,bcycle_bublr_4287,,,
3.0,8,db779251f1568df72ffaa146bc7013b0,43.05657,-87.93406,MCTS HQ,2021-02-24T17:32:50.540000Z,2037 N. 17th Street,1614187970.0,1.0,1.0,bcycle_bublr_4270,,,
2.0,7,f153719e8c7ead77ee131c68de31e8c7,43.02026,-87.92276,Walker Square,2021-02-24T17:32:50.556000Z,1029 S. 9th Street,1614187970.0,1.0,1.0,bcycle_bublr_3770,,,
2.0,9,c0ebc955943a51852adad5919c23a586,43.04285,-87.91429,MLK & State,2021-02-24T17:32:50.474000Z,285 W. State Street,1614187970.0,1.0,1.0,bcycle_bublr_4634,,,
6.0,9,d40b6524d982e3b8341fd04331d22be5,43.03913,-87.91615,Wisconsin Center,2021-02-24T17:32:50.544000Z,799 Vel R. Phillips Ave.,1614187970.0,1.0,1.0,bcycle_bublr_2777,,,
3.0,4,11a59f61c1370343e87ff3a8bc868e22,43.00571,-87.90783,Wheel & Sprocket Bay View,2021-02-24T17:32:50.464000Z,2151 S. Robinson Avenue,1614187970.0,1.0,1.0,bcycle_bublr_4658,,,
3.0,8,07f8206f5cbb4ddaa49f878f099d0b72,43.0417,-87.91627,Vel R. Phillips & Kilbourn,2021-02-24T17:32:50.472000Z,901 N. Vel R. Phillips Ave.,1614187970.0,1.0,1.0,bcycle_bublr_4635,,,
6.0,0,f43978df81fe61ed2068ee832e18aacc,42.899295280731494,-78.87235164642334,Allen & Franklin,2021-02-24T17:32:28.656000Z,"Studio Hart, Allen Street, Allentown, New York",1614188006.0,1.0,1.0,hub_1753,,,
7.0,0,6426ccadd094f9e4d3ea1300dc191d77,42.89941710165983,-78.87975454330443,Allen & Wadsworth,2021-02-24T17:32:28.665000Z,"The Bend, Allen Street, Allentown, New York",1614188006.0,1.0,1.0,hub_1751,,,
6.0,0,4f43429d1c8258b6bab72a6e55583fd1,42.932142842152835,-78.87782871723175,Buffalo State College ,2021-02-24T17:32:28.668000Z,"Rockwell Road, Buffalo",1614188006.0,1.0,1.0,hub_1750,,,
5.0,0,6fd018003cbe3256be6103d1295bda47,42.95413749652004,-78.81952285766602,University Station,2021-02-24T17:32:28.671000Z,"Main Circle, University at Buffalo School of Public Health and Health Professions, Buffalo",1614188006.0,1.0,1.0,hub_1756,,,
5.0,0,b22c2b616ee76669e0a789297ff935ff,42.902515594961365,-78.88469785451889,Porter & Normal ,2021-02-24T17:32:28.686000Z,"52-66 Normal Avenue, Buffalo",1614188006.0,1.0,1.0,hub_1794,,,
5.0,0,0685a7cc44ef5f41b480b0c4941d026d,42.91129545088175,-78.88597190380096,Five Points ,2021-02-24T17:32:28.689000Z,"524 West Utica Street, Buffalo",1614188006.0,1.0,1.0,hub_1781,,,
5.0,0,e4ffed7ec25b5bfdb782302bd80740d8,42.912511693271036,-78.83852362632751,Fillmore & Glenwood,2021-02-24T17:32:28.696000Z,"712 Glenwood Avenue, Buffalo",1614188006.0,1.0,1.0,hub_4335,,,
5.0,0,7604b300d1f2738dd6d8f3e62ff7d36e,42.94754797510709,-78.83901849389076,Hertel & Parker,2021-02-24T17:32:28.714000Z,"1859 Hertel Avenue, Buffalo",1614188006.0,1.0,1.0,hub_1880,,,
5.0,0,0f283ff1dade5612a2955067590cbc77,42.89227862741374,-78.8834935426712,Turner Lofts,2021-02-24T17:32:28.836000Z,"285 Niagara Street, Buffalo",1614188006.0,1.0,1.0,hub_2493,,,
4.0,0,774324a6ffe6a1ffd03db2b4a78045a4,42.937647565484454,-78.89322996139526,Military & Amherst St.,2021-02-24T17:32:28.747000Z,"24 Military Road, Buffalo",1614188006.0,1.0,1.0,hub_5460,,,
11.0,0,3f6fb0bb13eee5621310e6699d638d06,42.89088119493353,-78.87683629989624,The Westin Hotel ,2021-02-24T17:32:28.763000Z,"Spot Coffee, West Chippewa Street, Allentown, Buffalo, New York",1614188006.0,1.0,1.0,hub_1722,,,
7.0,0,be006d2322ea4e86ed4a6dcef3a70f16,42.89947604718393,-78.87676388025284,Allen Burger Venture,2021-02-24T17:32:28.770000Z,"185 Allen Street, Buffalo",1614188006.0,1.0,1.0,hub_1727,,,
12.0,0,e4bd022e6c2fdddfa7688fee2eff3489,42.87777046137176,-78.87949973344803,Canalside at Naval Park,2021-02-24T17:32:28.772000Z,"3-7 Marine Drive, Buffalo",1614188006.0,1.0,1.0,hub_1724,,,
5.0,0,c16467b50fffc0ddb1adf6b60ea3269c,42.885566288191725,-78.87265607714653,Buffalo & Erie County Public Library ,2021-02-24T17:32:28.775000Z,"Allpro Parking, Washington Street, Allentown, Buffalo, New York",1614188006.0,1.0,1.0,hub_1725,,,
4.0,0,2e63b2447d4d7fe4116c6ef4cc103895,42.91305166330012,-78.88316631317139,Left Bank,2021-02-24T17:32:28.787000Z,"Rhode Island Street, Elmwood Village, Buffalo, New York",1614188006.0,1.0,1.0,hub_1728,,,
11.0,0,e494835d338873fa2fb5578e6e152171,42.92337184863346,-78.8770079612732,Bidwell Parkway ,2021-02-24T17:32:28.808000Z,"951 Elmwood Avenue, Buffalo",1614188006.0,1.0,1.0,hub_1729,,,
15.0,0,73ea20c9df789294714f3dd2100d1c4f,42.940181290411175,-78.85886281728745,Delaware Park,2021-02-24T17:32:28.831000Z,"1215 Amherst Street, Buffalo",1614188006.0,1.0,1.0,hub_2339,,,
5.0,0,8e76fb79947f1e512d52c56c9b7b1409,42.91555624593546,-78.87701600790022,Elmwood & West Ferry,2021-02-24T17:32:28.832000Z,"695 Elmwood Avenue, Buffalo",1614188006.0,1.0,1.0,hub_1742,,,
5.0,0,8f267cbd3dbba9a8f36bfcacd1356e40,42.908517623229784,-78.87707233428955,Elmwood & Bryant,2021-02-24T17:32:28.842000Z,"414-424 Elmwood Avenue, Buffalo",1614188006.0,1.0,1.0,hub_1746,,,
6.0,0,3b9a98394350ef8414111297fc2e4c50,42.92745701667058,-78.87706160545349,Elmwood & Forest,2021-02-24T17:32:28.845000Z,"1110 Elmwood Avenue, Buffalo",1614188006.0,1.0,1.0,hub_1748,,,
5.0,0,3014f41094557d26506bd7e57e288a6b,42.89329824975829,-78.83788526058197,Broadway Market Free Parking,2021-02-24T17:32:28.848000Z,"1014 Broadway, Buffalo",1614188006.0,1.0,1.0,hub_1455,,,
5.0,0,dc538ddf6e4b087cbc657add0b1aa9d8,42.90605794288799,-78.8437968492508,Buffalo Science Museum ,2021-02-24T17:32:28.873000Z,"1020 Humboldt Parkway, Buffalo",1614188006.0,1.0,1.0,hub_1456,,,
5.0,0,2e616a2dbcf3213644dfb5a01af5dc3d,42.89140391563053,-78.87238383293152,Expo Market,2021-02-24T17:32:28.850000Z,"657 Main Street, Buffalo",1614188006.0,1.0,1.0,hub_1769,,,
4.0,0,e1d5bc968f133e97f8bf9af3a882be87,42.905969533967074,-78.89187544584274,West Side Community Services,2021-02-24T17:32:28.852000Z,"161-179 Vermont Street, Buffalo",1614188006.0,1.0,1.0,hub_1784,,,
6.0,0,db1e0efe8edd6dffb8f07696158cf334,42.93983509069705,-78.8860684633255,Amherst St.,2021-02-24T17:32:28.869000Z,"492 Amherst Street, Buffalo, NY",1614188006.0,1.0,1.0,hub_4476,,,
5.0,0,32795e78521a3cb80cf1a311b830c380,42.92028422427558,-78.88998985290527,Lafayette & Grant,2021-02-24T17:32:28.871000Z,"230 Lafayette Avenue, Buffalo",1614188006.0,1.0,1.0,hub_1780,,,
4.0,0,05b071d957cab4d7b458e2e94557c58e,42.95715275421302,-78.81498992443085,Clement/Goodyear,2021-02-24T17:32:28.849000Z,"Goodyear Road, Buffalo",1614188006.0,1.0,1.0,hub_1768,,,
6.0,0,0cdcdf4d2b945a372f50150e4a085bea,42.89707323395942,-78.86789917945862,BNMC 1,2021-02-24T17:32:28.880000Z,"567-603 North Oak Street, Buffalo",1614188006.0,1.0,1.0,hub_4082,,,
6.0,0,54be68287fcee3c144d56733c250df15,42.89915209116616,-78.86980354785919,BNMC 2,2021-02-24T17:32:28.882000Z,"911-917 Main Street, Buffalo",1614188006.0,1.0,1.0,hub_4083,,,
1.0,0,ba121ba1c714390d29c45d5bbf81e4b8,42.87688399583103,-78.85012149810791,Larkinville,2021-02-24T17:32:28.886000Z,"694 Swan Street, Buffalo, NY",1614188006.0,1.0,1.0,hub_1901,,,
6.0,0,74b58c2cc43d89c6f8404f0766e93cf4,42.90210716993107,-78.89011323451996,D'youville College,2021-02-24T17:32:28.896000Z,"327 Porter Avenue, Buffalo",1614188006.0,1.0,1.0,hub_4044,,,
3.0,0,4d58d8159c8487757a93e60d1918fa16,42.90573967016843,-78.88825178146362,Connecticut & Normal,2021-02-24T17:32:28.915000Z,"340 Connecticut Street, Buffalo",1614188006.0,1.0,1.0,hub_1817,,,
6.0,0,e9ff31c52bb83e4a296444a29c924e1c,42.88138105436499,-78.87435793876648,Sahlen Field,2021-02-24T17:32:28.918000Z,"Coca-Cola Field, 275, Washington Street, Allentown, Buffalo, New York",1614188006.0,1.0,1.0,hub_1730,,,
5.0,0,f9dc230e762e803a8cd412c182079c77,42.94794947218281,-78.84956359863281,Hertel & Parkside,2021-02-24T17:32:28.926000Z,"651-661 Parkside Avenue, Buffalo",1614188006.0,1.0,1.0,hub_1968,,,
10.0,0,4ca53043c980bea2de7e3cf41055677f,42.88846797578509,-78.87313216924667,Roosevelt Plaza,2021-02-24T17:32:28.932000Z,"5 East Huron Street, Buffalo",1614188006.0,1.0,1.0,hub_1770,,,
4.0,0,d8f2d0e74a3e52045f6ff6cdc04af9ba,42.88327569723957,-78.87487828731537,M & T Plaza,2021-02-24T17:32:28.945000Z,"345 Main Street, Buffalo",1614188006.0,1.0,1.0,hub_1772,,,
6.0,0,ec2469c5116fffdc43d07ceee4365ad4,42.86919813954212,-78.87215852737427,Riverworks,2021-02-24T17:32:28.952000Z,"339 Ganson Street, Buffalo",1614188006.0,1.0,1.0,hub_1775,,,
6.0,0,bb6101a060d13650727b128c131664e2,42.94768049888128,-78.85559186339378,Hertel & North Park,2021-02-24T17:32:28.956000Z,"1417 Hertel Avenue, Buffalo",1614188006.0,1.0,1.0,hub_1774,,,
5.0,0,42625b0670f5b43efc000d1fb3c27fe8,42.94980987138116,-78.81885230541229,Rotary & Hayes,2021-02-24T17:32:28.958000Z,"Rotary Road, University at Buffalo School of Public Health and Health Professions, Buffalo",1614188006.0,1.0,1.0,hub_5276,,,
6.0,0,e345dc099a8a17a959473d01234ab933,43.11261741851877,-79.0492969751358,African Heritage Food Co-Op ,2021-02-24T17:32:28.906000Z,"1047 Centre Avenue, Niagara Falls",1614188006.0,1.0,1.0,hub_5522,,,
10.0,0,1dd116f2bcb52f2a5e51d7e34d2188eb,43.09648492465632,-79.05486926436424,Niagara Falls City Hall,2021-02-24T17:32:28.910000Z,"701 Cedar Avenue, Niagara Falls",1614188006.0,1.0,1.0,hub_5524,,,
7.0,0,78a39b2d0295f4f9bf41e422aaa9761f,43.095283336121376,-79.03922528028488,City Market,2021-02-24T17:32:28.903000Z,"1824 Pine Avenue, Niagara Falls",1614188006.0,1.0,1.0,hub_5526,,,
